Job Title,Company Name,Location,Job Skill,Date,Link
Stock Keeper,LAZARO SCENT  -,"Smouha, Alexandria, Egypt",Full TimeExperienced · 2 - 5 Yrs of Exp · Logistics/Supply Chain · inventory · Warehouse · Communication skills · Inventory software · MS Office · Supply Chain,1 month ago,https://wuzzuf.net/jobs/p/VNwBRU0Qi1ri-Stock-Keeper-LAZARO-SCENT-Alexandria-Egypt?o=207&l=sp&t=sj&a=None|search-v3|hpb
Call Center Agent - Medical,Confidential -,"6th of October, Giza, Egypt",Full TimeEntry Level · 1 - 2 Yrs of Exp · Customer Service/Support · Customer Service · Communication skills · Customer Support · Customer Care · Call Center · Communication · Problem Solving · Skills · English,1 month ago,https://wuzzuf.net/jobs/p/J5hkGsyQZsrl-Call-Center-Agent---Medical-Giza-Egypt?o=208&l=sp&t=sj&a=None|search-v3|hpb
Senior Full Stack Developer - (.Net Core + Angular),CrossWorkers -,"New Cairo, Cairo, Egypt",Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · CSS3 · HTML5 · JavaScript · Angular 8+ · Typescript · Bootstrap · .Net Framework,1 month ago,https://wuzzuf.net/jobs/p/AozERG25YzJI-Senior-Full-Stack-Developer---Net-Core-Angular-CrossWorkers-Cairo-Egypt?o=209&l=sp&t=sj&a=None|search-v3|hpb
Senior Full Stack Developer - (.Net Core & ReactJS),CrossWorkers -,"New Cairo, Cairo, Egypt",Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · .net core · Microsoft .NET · JavaScript · Typescript · React js · MVC · SQL · Testing · Computer Science,1 month ago,https://wuzzuf.net/jobs/p/njV8pXrZ6LYt-Senior-Full-Stack-Developer---Net-Core-ReactJS-CrossWorkers-Cairo-Egypt?o=210&l=sp&t=sj&a=None|search-v3|hpb
Senior Software Developer - C++,CrossWorkers -,"New Cairo, Cairo, Egypt",Full TimeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · C++ · Image Processing · OpenCV · Linux · Kotlin · iOS · Android · Computer Vision,1 month ago,https://wuzzuf.net/jobs/p/nmgs8cmuhfY0-Senior-Software-Developer---C-CrossWorkers-Cairo-Egypt?o=211&l=sp&t=sj&a=None|search-v3|hpb
Senior It Site Support,New Marina Plast -,"Bourj Alarab, Alexandria, Egypt",Full TimeExperienced · 4 - 7 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Information Technology (IT) · Computer Science · Networking · Computer Hardware · Configuration · Customer Service · Customer Support · Installation,1 month ago,https://wuzzuf.net/jobs/p/isB5qL9j7d4b-Senior-It-Site-Support-New-Marina-Plast-Alexandria-Egypt?o=212&l=sp&t=sj&a=None|search-v3|hpb
General Accountant,Gila Electric -,"New Cairo, Cairo, Egypt",Full TimeExperienced · 3+ Yrs of Exp · Accounting/Finance · Banking · Accounting · Finance · Financial Analysis · excel · Financial Management · word · Financial Reports · Statement,1 month ago,https://wuzzuf.net/jobs/p/zN6sBPlW0SFS-General-Accountant-Gila-Electric-Cairo-Egypt?o=213&l=sp&t=sj&a=None|search-v3|hpb
Technical Support Specialist (Helpdesk),DYNINNO Egypt -,"6th of October, Giza, Egypt",Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · IT · HelpDesk · Management · English · Communication skills · Communication · Technical Support · IT Service Management,1 month ago,https://wuzzuf.net/jobs/p/BAQECooeqGk0-Technical-Support-Specialist-Helpdesk-DYNINNO-Egypt-Giza-Egypt?o=214&l=sp&t=sj&a=None|search-v3|hpb
Senior Sales Chemical Engineer,Tayseer Chemicals  -,"Riyadh, Saudi Arabia",Full TimeExperienced · 2+ Yrs of Exp · males_only · Sales/Retail · Engineering - Oil & Gas/Energy · Engineering - Other · Chemical engineer · Sales · Fertilizers · Chemicals · Water Treatment · Engineering · sales skills,1 month ago,https://wuzzuf.net/jobs/p/59W9U6rwFV40-Senior-Sales-Chemical-Engineer-Tayseer-Chemicals-Riyadh-Saudi-Arabia?o=215&l=sp&t=sj&a=None|search-v3|hpb
Quality Engineer,EGY TRADE -,"Alexandria, Egypt",Full TimeExperienced · 3 - 5 Yrs of Exp · Manufacturing/Production · Quality · Engineering - Other · Engineering · Manufacturing · Mechanical · MS Office · Production · quality · Quality Assurance,1 month ago,https://wuzzuf.net/jobs/p/EguKguZZnw4s-Quality-Engineer-EGY-TRADE-Alexandria-Egypt?o=216&l=sp&t=sj&a=None|search-v3|hpb
Quality Engineer - Giza,SE Wiring Systems EGYPT -,"6th of October, Giza, Egypt",Full TimeEntry Level · 0 - 1 Yrs of Exp · Manufacturing/Production · Quality · Engineering - Other · Engineering · quality · Quality Assurance · Quality Control · Science,1 month ago,https://wuzzuf.net/jobs/p/knurGyRs5REz-Quality-Engineer---Giza-SE-Wiring-Systems-EGYPT-Giza-Egypt?o=217&l=sp&t=sj&a=None|search-v3|hpb
Senior BMS/ELV/ICT Sales Engineer,Integrated Technics -,"Maadi, Cairo, Egypt",Full TimeExperienced · 5 - 10 Yrs of Exp · Sales/Retail · Engineering - Mechanical/Electrical · BMS · CCTV · Electrical Engineering · ELV · Engineering · Sales · ICT · sales skills,2 months ago,https://wuzzuf.net/jobs/p/keYhte2jAw5u-Senior-BMSELVICT-Sales-Engineer-Integrated-Technics-Cairo-Egypt?o=218&l=sp&t=sj&a=None|search-v3|hpb
Collection Manager,AlGammal Contracting -,"Katameya, Cairo, Egypt",Full TimeManager · 7 - 10 Yrs of Exp · Accounting/Finance · Customer Service/Support · Operations/Management · Management · Communication · sales skills · Leadership · Finance · Financial Management · Accounting,1 month ago,https://wuzzuf.net/jobs/p/C2JU1QbcNVab-Collection-Manager-AlGammal-Contracting-Cairo-Egypt?o=219&l=sp&t=sj&a=None|search-v3|hpb
Nurse Specialist - Giza,Zewail City -,"6th of October, Giza, Egypt",Full TimeExperienced · 3+ Yrs of Exp · Medical/Healthcare · Healthcare · Nursing · ICU · English · Arabic · Medical · Problem Solving · CPHQ · Clinic,2 months ago,https://wuzzuf.net/jobs/p/S6AoKQqdRBQo-Nurse-Specialist---Giza-Zewail-City-Giza-Egypt?o=220&l=sp&t=sj&a=None|search-v3|hpb
HSE Supervisor - Ain Sokhna,Confidential -,"Ain Sokhna, Suez, Egypt",Full TimeManager · 5 - 7 Yrs of Exp · Operations/Management · Quality · Engineering - Other · HSE · Engineering · Safety Management · English · FMCG · Health & Safety · SAP,1 month ago,https://wuzzuf.net/jobs/p/y1EHsz229DEY-HSE-Supervisor---Ain-Sokhna-Suez-Egypt?o=221&l=sp&t=sj&a=None|search-v3|hpb
Quality Control Engineer- Bakery & Pastry,Confidential -,"New Cairo, Cairo, Egypt",Full TimeExperienced · 2 - 5 Yrs of Exp · R&D/Science · Quality · Engineering - Other · Quality Control · Quality Assurance · Telesales · Communication Skills · Quality · QA · Microsoft Office,1 month ago,https://wuzzuf.net/jobs/p/rPk3ZngIkqpI-Quality-Control-Engineer--Bakery-Pastry-Cairo-Egypt?o=222&l=sp&t=sj&a=None|search-v3|hpb
Senior Java Developer,eVision -,"New Cairo, Cairo, Egypt",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Java · Information Technology (IT) · Computer Science · Software Development · SQL · J2EE · Jira · Information Technology,2 months ago,https://wuzzuf.net/jobs/p/rDmB7BtS9feH-Senior-Java-Developer-eVision-Cairo-Egypt?o=223&l=sp&t=sj&a=None|search-v3|hpb
Store Keeper,Confidential -,"10th of Ramadan City, Sharqia, Egypt",Full TimeExperienced · 3 - 5 Yrs of Exp · Logistics/Supply Chain · MS Office · Store Keeping · Supply Chain · Warehousing · store · Logistics,1 month ago,https://wuzzuf.net/jobs/p/DzDIYTntBZoj-Store-Keeper-Sharqia-Egypt?o=224&l=sp&t=sj&a=None|search-v3|hpb
"Full Stack Developer (PHP, Laravel, Next JS)",Keswa -,"Nasr City, Cairo, Egypt",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · CSS · HTML · JavaScript · jQuery · MySQL · PHP · Next.js · React.js · Laravel,2 months ago,https://wuzzuf.net/jobs/p/sGJDsbVyR1qc-Full-Stack-Developer-PHP-Laravel-Next-JS-Keswa-Cairo-Egypt?o=225&l=sp&t=sj&a=None|search-v3|hpb
Sourcing Engineer,Chint Egemac -,"6th of October, Giza, Egypt",Full TimeEntry Level · 1 - 3 Yrs of Exp · Logistics/Supply Chain · Purchasing/Procurement · Engineering - Mechanical/Electrical · Sourcing Engineering · Purchasing · Supply Chain · Planning · Microsoft Programs · English · Engineering,1 month ago,https://wuzzuf.net/jobs/p/hZLMbhszFSSi-Sourcing-Engineer-Chint-Egemac-Giza-Egypt?o=226&l=sp&t=sj&a=None|search-v3|hpb
Sr. Testing (Automation) Engineer,MTS -,"Heliopolis, Cairo, Egypt",Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Automation · Automation Testing · Computer Science · Engineering · Selenium · Programming · Testing,2 months ago,https://wuzzuf.net/jobs/p/eRcCFn9CxL8p-Sr-Testing-Automation-Engineer-MTS-Cairo-Egypt?o=227&l=sp&t=sj&a=None|search-v3|hpb
Implementation Specialist,Mastercard -,"Cairo, Egypt",Full TimeExperienced · 1+ Yrs of Exp · Customer Service/Support · IT/Software Development · Implementation · Information Technology (IT) · Information technology,1 month ago,https://wuzzuf.net/jobs/p/llp5RH9dV0sy-Implementation-Specialist-Mastercard-Cairo-Egypt?o=228&l=sp&t=sj&a=None|search-v3|hpb
Store Keeper,Ahram Security Group -,"10th of Ramadan City, Sharqia, Egypt",Full TimeExperienced · 3 - 5 Yrs of Exp · Logistics/Supply Chain · Inventory Management · Manufacturing · Supply Chain · Warehousing · Store Keeping · Logistics · Inventory Control,1 month ago,https://wuzzuf.net/jobs/p/eQSukYc0SBNi-Store-Keeper-Ahram-Security-Group-Sharqia-Egypt?o=229&l=sp&t=sj&a=None|search-v3|hpb
Junior Ruby on Rails,FlairsTech -,"Cairo, Egypt",Full TimeEntry Level · 1 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · ROR · Python · Computer Science · Ruby on Rails,1 month ago,https://wuzzuf.net/jobs/p/ECsrxdltyiv2-Junior-Ruby-on-Rails-FlairsTech-Cairo-Egypt?o=230&l=sp&t=sj&a=None|search-v3|hpb
Senior Legal Affairs Specialist,Macro Group -,"Sheraton, Cairo, Egypt",Full TimeExperienced · 5 - 7 Yrs of Exp · Legal · Communication · Legal · Legal Affairs · Law,1 month ago,https://wuzzuf.net/jobs/p/p5jp6rTBpjNn-Senior-Legal-Affairs-Specialist-Macro-Group-Cairo-Egypt?o=231&l=sp&t=sj&a=None|search-v3|hpb
Front-End Software Engineer,Eden Solutions -,"Heliopolis, Cairo, Egypt",Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · Typescript · Computer Science · Information Technology (IT) · Software Engineering · Front-End Development · HTML · CSS,1 month ago,https://wuzzuf.net/jobs/p/wW4BkeKAIaeG-Front-End-Software-Engineer-Eden-Solutions-Cairo-Egypt?o=232&l=sp&t=sj&a=None|search-v3|hpb
Senior Cloud Engineer,Global Brands -,"New Cairo, Cairo, Egypt",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Automation · Azure · Cloud · AWS · Security · SQL · Computer Science,2 months ago,https://wuzzuf.net/jobs/p/uVtrrr3AWj8q-Senior-Cloud-Engineer-Global-Brands-Cairo-Egypt?o=233&l=sp&t=sj&a=None|search-v3|hpb
Database Administrator,CYSHIELD -,"Sheraton, Cairo, Egypt",Full TimeExperienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Backup · Computer Science · Database · Configuration · Engineering · Information Technology (IT) · MongoDB,2 months ago,https://wuzzuf.net/jobs/p/cz9jWvAx4SZf-Database-Administrator-CYSHIELD-Cairo-Egypt?o=234&l=sp&t=sj&a=None|search-v3|hpb
Back-End Software Engineer,Eden Solutions -,"Heliopolis, Cairo, Egypt",Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Docker · Software Development · MongoDB · RESTful · Typescript · NoSQL · SQL · AWS,1 month ago,https://wuzzuf.net/jobs/p/9WxyuVijD3ss-Back-End-Software-Engineer-Eden-Solutions-Cairo-Egypt?o=235&l=sp&t=sj&a=None|search-v3|hpb
Senior Biomedical Maintenance Engineer (Medical Devices),Ghalioungui  -,"Mokattam, Cairo, Egypt",Full TimeEntry Level · 1 - 6 Yrs of Exp · Installation/Maintenance/Repair · Engineering - Other · Biomedical Engineering · Biomedical · Electronics · Communication · Communication skills · Medical Devices · sales skills · Engineering,1 month ago,https://wuzzuf.net/jobs/p/cmnClMx53Pm0-Senior-Biomedical-Maintenance-Engineer-Medical-Devices-Ghalioungui-Cairo-Egypt?o=236&l=sp&t=sj&a=None|search-v3|hpb
Maintenance Supervisor (Medical Devices),Ghalioungui  -,"Mokattam, Cairo, Egypt",Full TimeManager · 4 - 5 Yrs of Exp · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical · Biomedical · Maintenance · Electrical Engineering · Mechanical Engineering · Engineering · Medical,1 month ago,https://wuzzuf.net/jobs/p/4KgDhlBl0Lc5-Maintenance-Supervisor-Medical-Devices-Ghalioungui-Cairo-Egypt?o=237&l=sp&t=sj&a=None|search-v3|hpb
Quality Assurance Manager,Red Sea Pipes  -,"6th of October, Giza, Egypt",Full TimeManager · 5 - 8 Yrs of Exp · males_only · Manufacturing/Production · Quality · Manager · Quality Assurance · Analysis · Data Analysis · Microsoft Office · QA · Quality Control · Testing,1 month ago,https://wuzzuf.net/jobs/p/2COAeELXHDNn-Quality-Assurance-Manager-Red-Sea-Pipes-Giza-Egypt?o=238&l=sp&t=sj&a=None|search-v3|hpb
Learning & Development Supervisor (Food & Beverage),Confidential -,"6th of October, Giza, Egypt",Full TimeManager · 5+ Yrs of Exp · Human Resources · Operations/Management · Training · HACCP · Food Safety · Quality Control · Quality Assurance · Food Services · Hospitality · Food,1 month ago,https://wuzzuf.net/jobs/p/eAl9srQWg6eO-Learning-Development-Supervisor-Food-Beverage-Giza-Egypt?o=239&l=sp&t=sj&a=None|search-v3|hpb
Assistant Store Manager - Fashion Brand,Azadea Group -,"New Cairo, Cairo, Egypt",Full TimeExperienced · 2 - 3 Yrs of Exp · Administration · Sales/Retail · Fashion · Customer Service · Customer Care · Customer Support · Store Management · Management · Microsoft Office · Sales,1 month ago,https://wuzzuf.net/jobs/p/4wwGZHOpQ9yL-Assistant-Store-Manager---Fashion-Brand-Azadea-Group-Cairo-Egypt?o=240&l=sp&t=sj&a=None|search-v3|hpb
Assistant Store Manager - Stradivarius,Azadea Group -,"Madinaty, Cairo, Egypt",Full TimeExperienced · 2 - 3 Yrs of Exp · Administration · Sales/Retail · Fashion · Customer Service · Customer Care · Customer Support · Store Management · Management · Microsoft Office · Sales,1 month ago,https://wuzzuf.net/jobs/p/QurLOaUrgCiy-Assistant-Store-Manager---Stradivarius-Azadea-Group-Cairo-Egypt?o=241&l=sp&t=sj&a=None|search-v3|hpb
Software Tester,Namaa IT -,"New Cairo, Cairo, Egypt",Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Testing · Quality Control · Testing · Automation · Performance,2 months ago,https://wuzzuf.net/jobs/p/lVaF3vS1W1AK-Software-Tester-Namaa-IT-Cairo-Egypt?o=242&l=sp&t=sj&a=None|search-v3|hpb
Occupational Health and Safety Officer,3Brothers -,"10th of Ramadan City, Cairo, Egypt",Full TimeEntry Level · 1 - 3 Yrs of Exp · Medical/Healthcare · First Aid · Health · Health &amp; Safety · ISO · Communication · Safety · Communication skills · Engineering · English,2 months ago,https://wuzzuf.net/jobs/p/JO2x4ynIcWqD-Occupational-Health-and-Safety-Officer-3Brothers-Cairo-Egypt?o=243&l=sp&t=sj&a=None|search-v3|hpb
Quality Control Architect Engineer,First Group -,"6th of October, Giza, Egypt",Full TimeExperienced · 8 - 12 Yrs of Exp · Engineering - Construction/Civil/Architecture · Quality · Computer Skills · Construction · Quality Control · Engineering · Skills · Communication skills · Communication · computer,1 month ago,https://wuzzuf.net/jobs/p/r1iJvpu1Mshw-Quality-Control-Architect-Engineer-First-Group-Giza-Egypt?o=244&l=sp&t=sj&a=None|search-v3|hpb
Corporate Lawyer,Dafa -,"Haram, Giza, Egypt",Full TimeExperienced · 2 - 4 Yrs of Exp · Administration · Legal · Operations/Management · Corporate Law · IPS · Arabic · Commercial Law · Communication · Communication skills · English,1 month ago,https://wuzzuf.net/jobs/p/DHHVLogOrULo-Corporate-Lawyer-Dafa-Giza-Egypt?o=245&l=sp&t=sj&a=None|search-v3|hpb
